comment,topic
mantap...pak anis presiden 2024,Bakal calon presiden
semoga pak ganjar menjadi presiden tahun 2024.. amin ya rab..merdeka,Bakal calon presiden
"fix ... dari semua capres , hanya pak anies yang dapat menjelaskan secara konkrit , jelas dan tertuju. moga sesuai dengan tujuanya pak anies ... go presiden 2024. bpk. anies baswedan",Bakal calon presiden
hanya anies baswedan yang paling siap untuk menjadi presiden ri 2024,Bakal calon presiden
pak anies otw presiden 2024👍,Bakal calon presiden
anis layak jd presiden 2024,Bakal calon presiden
cerdas pak anies ... cocok 2024 jd pemimpin negri ini.,Bakal calon presiden
"bismilah 2024 anies presiden,",Bakal calon presiden
"dari ketiga  bacapres terlihat banget pak ganjar lebih dan lebih komplit , inilah presiden  2024 amin 🤲🤲🤲❤🇲🇨🇲🇨🇲🇨🇲🇨 😊😊😊😊, salam sehat dan merdeka ❤🇲🇨🇲🇨🇲🇨🇲🇨",Bakal calon presiden
masyalah semoga alah ridho pak anies menjadi presiden ri tahun 2024 nanti 😇 terharu pas pak anies refleksi diri terasa sekali berbicara dari hati sampai ke hati juga sampai2 saya menangis 🥲,Bakal calon presiden
"jawaban anis sangat logis, moga jadi presiden 2024.",Bakal calon presiden
"pak prabowo mah curhat,, bukan gagasa,,,

mas anis insha alah the next president 2024",Bakal calon presiden
bismilah semoga alah swt meridloi pak anies menjadi president ri 2024 amin,Bakal calon presiden
"pak anis for president 2024, lets go. buzer tolol mending mingir dulu",Bakal calon presiden
anies baswedan presiden 2024,Bakal calon presiden
"insyalah pak anies presiden ri 2024, gagasan nya lebih realistis dan mudah di pahami",Bakal calon presiden
setelah mendengar awal apa yang disampaikan ganjar...semakin mantab pada pilihan...semoga alah swt takdirkan anies menjadi presiden nkri 2024-2029,Bakal calon presiden
pak anies saya dan keluarga mendukungmu. semoga alah menjadikanmu presiden 2024. amin,Bakal calon presiden
"sehat selalu pk anis, semoga jdi presiden 2024 -2029 amin",Bakal calon presiden
insyalah bang anies presiden ri 2024,Bakal calon presiden
pak ganjar saya dan keluarga mendukungmu. semoga alah menjadikanmu presiden 2024. amin,Bakal calon presiden
"hanya paparan dari pak anies baswedan,yg bisa dimengerti dan dipahami , pilihanku pak anies baswedan untuk presiden 2024",Bakal calon presiden
insyalah dengan idzin alah anis rasyid baswedan menjadi presiden ri 2024... amin,Bakal calon presiden
semakin yakin dengan pilihan gw  semoga beliau dengan izin alah swt terpilih menjadi presiden 2024... amin....,Bakal calon presiden
luar biasa insyaloh anis president 2024,Bakal calon presiden
"saya dan semua keluarga saya memilih bpk anies baswedan untuk presiden ri 2024.
💙💙💙",Bakal calon presiden
ka nana saya doakan anda jadi presiden ri 2034 setelah anies,Bakal calon presiden
anies presiden 2024,Bakal calon presiden
anis cocok menjadi capres...dan ganjarlah yg pantas jadi presiden 2024...,Bakal calon presiden
anies presiden2024,Bakal calon presiden
semoga alah mentakdirkan anies sebagai presiden ri 2024,Bakal calon presiden
"insya alah pak anies baswedan presiden tahun depan, perubahan yg beradilan",Bakal calon presiden
"jadi optimis untuk dukung pa anis, semoga bisa menjadi presiden r1 2024",Bakal calon presiden
"mau pilih anis silahkan ......
maunpilih ganjar silahkan ......
mau pilih prabowo silahkan......
negara demokrasi kebebasan berpendapat memilih di lindungi udang undang .....kalau saya sendiri tetap ganjar pranowo pilihan 2024❤",Bakal calon presiden
"pa anis presiden ri 2024, amin yra",Bakal calon presiden
"*ini yang isi komentar dukung anies apa berani disumpah bukan kader partai tertentu* .... 

garansi 10000% berani sumpah *saya bukan kader partai* setelah nonton ini sampai tuntas  *saya pilih gp for 2024*",Bakal calon presiden
"pak anies
presiden ri 2024",Bakal calon presiden
2024 insya alah anies presiden ri,Bakal calon presiden
"urutan yg pas... 
pak anis pembuka yang indah
pak ganjar bicara dibantu slide data data
pak prabowo yang yg mengebu gebu dan bikin gak jadi ngantuk 😅

semoga 2024 dapet pemimpin yang benar benar adil dan amanah",Bakal calon presiden
"bener bener yg jelas untuk spil gagasan, yg mudah dimengerti, dipahami, hanya pak anies. insya alah pak anies di ridhoi menjadi presiden 2024. dijauhkan dari kecurangan2.",Bakal calon presiden
pak anies emang tidak perlu diragukan lagi ini pemimpin yang kita butuhkan 2024❤,Bakal calon presiden
"anies presiden 2024 hidup pekerjan yang layak!!!!!!!! bukan pegawai kontrak 5 tahun,cpns pak",Bakal calon presiden
anies orng pintar dan hebat yg wajib dan harus di beri mandat ayo pilih anies 2024,Bakal calon presiden
ganjar parnowo for presiden 2024 amin yra,Bakal calon presiden
"jejak digitalnya jelas, smart dan jiwa kepemimpinanya pro rakyat👍 semoga pak anis jadi presiden 2024",Bakal calon presiden
"prestasi anies baswedan🇮🇩 :
1. transportasi terbaik dunia (2021)
2. 100 intelektual publik dunia oleh foreign policy ( 2008 ) 
3. young global leaders ( 2009 ) 
4. 20 tokoh pembawa perubahan dunia oleh foresight ( 2010 ) 
5. 500 muslim berpengaruh di dunia oleh the royal islamic strategic studies center ( 2010 ) 
6. education award oleh the asociation of social and economic solidarity with pasific countries 2010 )
7. anugerah wiliam p.cole i felow dari university of maryland ( 1998 )
8. gerald maryanov award oleh departemen ilmu politik universitas northern ilions ( 2004).
9. jakarta sebagai kota terbaik di asia
10. procurement award (2020)
11. para pemimpin perubahan (2019)
12. juara sustainable transfort  award ( sta) (2021)
13. masuk dalam daftar 21 heroes (2021) tumi
14. provinsi terbaik tim pengendalian inflasi daerah (2019)
15. top inovasi pelayanan publik dan pengelolan pengaduan pelayanan publik terbaik 2020
16. juara pertama asean ict awards 2021 untuk kategoripublic sector
17. juara pertama dunia atas inovasi  sistem pengendalian banjir  (flod control system) 2022
18. penghargan lifting structure dari muri untuk pembangunan jis 2022
19. eksport beras premium pertama dki ke arab saudi 2022
20. wtp 5 kali berturut-turut dari bpk ri
21. menjadi angota dewan di universitas oxford 
22. pembangunan sirkuit formula e tercepat di dunia,
23. prestasi dari komite sustainable award yang menganugerahi dki jakarta gelar honorable mention pada malam transportation award (sta) 2020.
24. pak anies berhasil membawa dki jakarta sebagai juara umum dan menyabet sembilan penghargan sekaligus dalam anugerah public relations indonesia awards (pria).
25. dki jakarta juga menorehkan prestasi pr indonesia most popular leader in social media 2020 kategori gubernur dalam ajang the 6th jambore pr indonesia (jampiro),
26. pembina bumd terbaik 2020 dan top of the top dalam bumd award 2020.
27. penghargan le kwan yu exchange felow atau lkyef 2022 ""
28.  tebet eco park memenangkan gold award kategori parks and recreational pada singapore landscape architecture awards 2022.",Bakal calon presiden
amin for #presiden2024 inshalah,Bakal calon presiden
pak ganjar presiden 2024 amin paling serius,Bakal calon presiden
pilih yang pasti2 aja yang mudah dan yang berprestasi #anies #rasyid #baswedan utk presiden ri 1 2024-2029.,Bakal calon presiden
pak anies..semoga alah meridhoi bapak utk memimpin negeri tercinta ini pd th 2024 nanti..amin,Bakal calon presiden
ganjarlah calon pemipin no 1 di ri 2024.. sehat selalu pak semoga kelak jadi pemimpin yg amanah.. amin ya robalalamin,Bakal calon presiden
tetap anis presiden 2024..,Bakal calon presiden
"pak anies memang mantap, 2024 siap dukung pak anies jadi presiden  i love pak anies ❤❤❤",Bakal calon presiden
bismilahirahmanirahim pak anis & cak imin presiden & wakil presiden 2024 amin ya alah,Bakal calon presiden
"asli merinding bgt kalo deger pak anies berbicara.
pak anies presidenku 2024-2029.
buat mba nana semangat terus ya dan sukses terus.🎉",Bakal calon presiden
"semoga 2024 anies jadi presiden,negara ini butuh anies yg lebih tepat untuk memperbaiki nya",Bakal calon presiden
"anies baswedan president 2024, cerdas, santun dan amanah.",Bakal calon presiden
anies president 2024,Bakal calon presiden
anis (amin) is the best for presiden 2024 amin....,Bakal calon presiden
"anis presiden 2024,lugas mudah di pahami,",Bakal calon presiden
"insyalah pak anis presiden 2024,,amin",Bakal calon presiden
"mantap pa anis,,, bpk pasti menang menjadi presiden 2024. do.a kami buat bpk semua",Bakal calon presiden
2024 anis presiden,Bakal calon presiden
"suka banget sama pak anies. pas refleksi dicermin bikin mewek😥 
semoga pak anies jadi presiden ri 2024. amin",Bakal calon presiden
ya alah ridho kan lah pak anis baswedan menjadi presiden ri 2024.,Bakal calon presiden
"salut buat mas anies, semoga beliau terpilih menjadi presiden ri 2024-2029",Bakal calon presiden
"spil gagasan hanya anies yang mampu mendeskripsikan selama 10 menit tanpa slide pt, karna semua gagasan sudah menempel diakal sehat beliau, insya alah presiden 2024-2034 -amin-",Bakal calon presiden
"5.50, pak prabowo sepertinya sudah tidak bisa duduk lama2, sudah mulai keram, beliau meminta berdiri dan sudah tergopoh2. pesan dari sy sbg anak bangsa : bapa, bapa sebagai orang tua kami, dengan usia yg sudah melewati 70 tahun sudah semestinya bapa menikmati masa pensiun, masa menikmati masa tua, masa mempersiapkan akherat sebaik2nya, nda perlu memaksakan diri maju lagi mencalonkan diri sebagai presiden, berikan kesempatan kepada anak muda yg lbih energik, yg lebih kompeten, bang bapa tidak kekurangan orang baik dan bekerja secara baik. tidak harus menjadi presiden untuk berbakti kepada bangsa dan negara. sy yakin bapa percaya bahwa pak anis mampu dan siap bekerja sepenuh jiwa dan raga untuk memajukan bangsa dan negara, kami sayang kepada bapa. salam sayang dari anak negeri.",Bakal calon presiden
"dari k 3 capres, yang keliatan pinter dan bijak ,sahaja menentramkan ,bismilah pak anies for president 2024",Bakal calon presiden
pak anies presiden 2024,Bakal calon presiden
"gagasan pak anis kompleks banget, semakin yakin pak anis untuk presiden 2024",Bakal calon presiden
kapan lg punya pemimpin cerdas...amin for 2024-2029,Bakal calon presiden
pak anies orangnya visioner..bapak pantas menjadi presiden 2024..ini hati yg paling dalam bukan buzer yg dibayar,Bakal calon presiden
"masyalah tabarakalah pak anis presiden 2024, bismilah 😍😍",Bakal calon presiden
"saya rasa publik di kalangan milenial dan gen z yg jumlah nya kurang lebih 60% sudah bisa melihat kualitas calon presiden 2024. dan jujur gagasan pa anies lebih relevan pada masa sekarang. setiap masa ada orang nya, dan setiap orang ada masa nya...bahasan teknis lebih ke mentri, silahkan daftar buat pa ganjar. dan bahasan filosofi/pepatah orang tua, silahkan pensiun dgn bahagia dan sehat buat pa prabowo...kami menghormati  ke 3 bakal calon presiden..mantap mata najwa...",Bakal calon presiden
pak anies untuk presiden 2024 🔥🔥🔥,Bakal calon presiden
"pak anies gagasan yang mantap, cara penyampaian nya begitu mulus tanpa banyak mikir kayak mesin gogle, kita menangkan pak anies rasyid baswedan presiden 2024 takbir الله اكبر 🤲🏻🤲🏻🤲🏻",Bakal calon presiden
kolom komentar banyak pro ke anies...anies for presiden 2024,Bakal calon presiden
insyalah anis presiden selanjutnya di 2024!,Bakal calon presiden
alhamdulilah. setelah nonton acara ini  makin mantap pilih pak anis jadi presiden 2024. bismilah 🤲,Bakal calon presiden
"yg setuju pak anies presiden 2024,like donk ☝",Bakal calon presiden
"luar biasa pak anies, memang yg paling cerdas dan layak menjadi presiden 2024",Bakal calon presiden
amin pak anies president 2024,Bakal calon presiden
"anis presiden 2024, orang pintar, orang cerdas, orang baik,  orang yang mau negara baik pilih anis baswedan",Bakal calon presiden
semoga anis gak jadi presiden 2024,Bakal calon presiden
taufiq hidayah ma'unah karomah wa barokaloh semoga aloh swt meridhoi mas anies rasyid baswedan presiden ri & gus abdul muhaimin iskandar wakil presiden ri 2024-2029 ❤❤❤❤❤❤❤❤❤al fatihah amin ya robal'alamin 🎉🎉,Bakal calon presiden
anies presiden 2024,Bakal calon presiden
"mudah2an di pemilu tahun 2024 berjalan dengan adil, bersih dan tanpa kecurangan.. insha alah kalau itu terlaksana, pemilu yg adil, bersih dan tanpa kecurangan, sudah di pastikan anies baswedan yg jadi presiden kita.. amin",Bakal calon presiden
semakin bulat untuk memilih p.anis sbg presiden di pilpres 2024 yg akan datang.,Bakal calon presiden
"sumbernya dlu terus mjdi manusia berkwalitas om anis...,, ( di bolak - balik saja ) hm 😊 tetap terbaik next for 2024 bpk ganjar pranowo presiden ri insya alah estafet bpk ir h jokowi dan berkeljutan & perbaikan bukan perubahan.",Bakal calon presiden
"saya berharap apa bila tahun ini pa anies tidak bisa naik menjadi presiden, tahun yang akan mendatang ia harus mencoba lagi dan saya akan terus mendukung nya",Bakal calon presiden
ya alah ridhoi lah anies  baswedan menjadi presiden ri tahun 2024 amin alahuma amin 🤲,Bakal calon presiden
sehat panjang umur pak anis presiden ri 2024 amin ya rab,Bakal calon presiden
"pak anis cerdas, bijaksana ,dan berwawasan luas,semoga terpilih jadi presiden 2024 amin..",Bakal calon presiden
"80% disini koment nya menginginkan pak anies jadi next presiden 2024, trus gimana selama ini poling lembaga survei🤣🤣🤣🤣🙏🙏🙏",Bakal calon presiden
insyalah pak.anies presiden 2024🤲🏻🙏🏻,Bakal calon presiden
semakin yakin pilihan presiden 2024 anies baswedan ❤,Bakal calon presiden
"*insha alah 2024 pak h anies presiden ri 2024 x 2 periode pilihan hati rakyat demi perubahan bangsa lbh baik lg. amin yra.*

salamperubahan#2024

20  september  2023",Bakal calon presiden
pak anies 2024 presiden amin,Bakal calon presiden
pak anies cerdas dan layak jadi presiden 2024,Bakal calon presiden
insyalah pak anies presiden 2024,Bakal calon presiden
"saya dari  pak anies jadi gubernur jkrta ,dah berharap coba pak anies di calonkan jadi presiden dan alhamdulilah  beneran dan mdh2n lanjut bener jadi presiden 2024...amin .",Bakal calon presiden
smg anies baswedan presiden dan muhaimin iskandar wapres di thn 2024 🇮🇩,Bakal calon presiden
setelah melihat debat ketiga bacapres saya semakin mantap pilih pak anis semoga 2024 pak anis jadi presiden,Bakal calon presiden
setelah menonton acara ini.. semakin yakin dan mantap untuk memilih pak anies rasyid baswedan sebagai presiden ri 2024. ❤️💘💘💘💘,Bakal calon presiden
"setelah melihat pemaparan para capres.

tidak ada alasan kami utk tidak memilih pak anis sebagai calon presiden ri 2024",Bakal calon presiden
"kapan lagi kita punya presiden yang cerdas, punya rekam jejak, dan anti ologarki. insha alah anies presiden 2024",Bakal calon presiden
selamat mas anis.... presiden terbaik 2024,Bakal calon presiden
aceh hadir anies presiden ri 2024 ❤,Bakal calon presiden
"paling oke dan masuk akal dan muda di cerna gagasan nya cuma anies baswedan, ,2024 go anies presiden ri.",Bakal calon presiden
"semoga pa anis menjadi presiden th 2024, semoga alah swt mengijabah doa kita 🤲🥰",Bakal calon presiden
insya alah anies presiden 2024 🇮🇩😊❤️👍,Bakal calon presiden
"anis cocoknya jd dosen , prabowo jd tni, ganjar pranowo presiden r1 2024❤❤❤",Bakal calon presiden
"melihat dari komentar2 yang ada, terlihat jelas sudah anies insha alah menang presiden 2024

semua calon presiden baik, tapi anies yang terbaik❤",Bakal calon presiden
love u anies baswedan presiden 2024❤❤,Bakal calon presiden
bismilah anis cak imin presiden 2024 amin,Bakal calon presiden
presiden w 2024 pak anies,Bakal calon presiden
dari sini sudah kliatan siapa yang pantas jadi presidenya...bismilah pak anies baswedan presiden 2024❤,Bakal calon presiden
komplit... untuk pak anis... masuk di akal.. masuk dihati.... insyalah presiden 2024...,Bakal calon presiden
"materi tidak semudah praktek berarti ucapan manis blm tentu dia bisa menangapinya sehat"" pak prabowo❤ insyalah the next presiden 2024 dengan ketulusan bapak💪🙏🤲",Bakal calon presiden
"al in anies rasyid baswedan for president ri 2024, keliatan jelas di video ini.. he owns the stage 👍🏻🔥",Bakal calon presiden
anies baswedan presiden 2024 ❤❤❤❤❤,Bakal calon presiden
bismilahirahmanirahim semoga alah menjadikan pak anis presiden 2024 amin,Bakal calon presiden
semoga pak anies dapat berkah dan di jadikan president ri di pemilu 2024 amin yra,Bakal calon presiden
siap menangkan mas anis di pilpres 2024 mantan projo nih bos sadar donk😂🙏,Bakal calon presiden
semoga pak anies ditakdirkan jadi presiden 2024🤲🤲🤲...,Bakal calon presiden
"banyak yang panas ,karena banyak yg dukung    #anies 2024... anies cerdas.terkonsep. kita butuh pemimpin yg cerdas bukan plonga plongo boneka partai🫢🫢🫢🫢



#anies presiden 2024 amin",Bakal calon presiden
"pak anies ini memang punya pengalaman memimpin dan rekam jejaknya ok, untuk ri 2024-2029 amat sangat pantas. capres yang lain lewat",Bakal calon presiden
"saya menyarankan untuk pemilu ditiadakan, karena bang anies baswedan pasti menang 90 persen, dan jadi presiden 2024.. beliau cerdas dan amanah, prestasinya selangit!",Bakal calon presiden
gw dukung anies presiden di 2024.,Bakal calon presiden
pak anis presiden 2024💙,Bakal calon presiden
"pak anis,sangat bagus dan puas dengar jawaban dan gagasanya,semoga jadi presiden ri priode 2024-2029 amin ya rab",Bakal calon presiden
anis presiden 2024 no debat,Bakal calon presiden
anis tanpa text...ini baru cocok jdi presiden 2024,Bakal calon presiden
"2045 kelaman pak....2 periode anis jadi presiden ,insaloh udh terwujud,amin",Bakal calon presiden
"dari 3 bacapres 2024 yang paling berwibawa dan piaway dalam berbicara adalah anies baswedan, bismilah semoga anies presiden 2024",Bakal calon presiden
"gagasan yg sangat jelas, mudah d pahami dan terukur semoga pak anis baswedan jdi presiden 2024.amin",Bakal calon presiden
mantap anis presiden 2024,Bakal calon presiden
anies jago nya kalo merangkai kata..semoga menjadi presiden 2024 buat pak ganjar pranowo..amin,Bakal calon presiden
pak anis bismilah 2024 terpilih,Bakal calon presiden
pak anies yang pantas menjadi presiden ri 2024,Bakal calon presiden
bismilah inshalah anies basedan presiden ri 2024…amin ya alah qabulkan,Bakal calon presiden
tks najwa shihab ini yg ditungu rakyat indonesia pak anies back to campus the real next president 2024 insyalah,Bakal calon presiden
"pesan refleksi yg mengharukan peran ibu sangat penting,,terharu,bravo anis for presiden ri 2024",Bakal calon presiden
pak anies baswedan sangat laysk jadi presiden 2024,Bakal calon presiden
insya alah anies presiden 2024🇮🇩🤲🇮🇩,Bakal calon presiden
"dari 3 bacapres mantap pilih pak anies cerdas ,tenang sabar santun dalam menjawab semua pertanyan ,semoga pak anies amanah jadi presiden 2024",Bakal calon presiden
orang baik terlihat dari kualitas bicaranya pak anies presiden ri 2024,Bakal calon presiden
"sudah sangat terlihat siapa yg sangat ungul dan pantas jadi presiden 2024,tenang,jawaban  tegas dan akurat serta wawasan luas,dan ide cemerlang,,anies performa lebih matang dan punya solusi bukan ngeles",Bakal calon presiden
alhamdulilah yakin pilih pak anies baswedan next presiden ri 2024,Bakal calon presiden
biasanya saya golput setiap pilpres ... seperti nya tahun 2024 saya dari sumatera utara akan memilih pak anies baswedan untuk menjadi presiden,Bakal calon presiden
"ganjar keren,,,,,,sukses pak ganjar semoga terpilih jadi presiden di 2024....amin ya alah 🙏",Bakal calon presiden
"rasional, smart, bijak, agamis..... lebih mantap pilih anies utk jd presiden di 2024",Bakal calon presiden
mantap pak anies. . semoga jadi presiden 2024,Bakal calon presiden
anis yg layak jadi president 2024,Bakal calon presiden
"insyalah 2024 semakin mantap memilih pak anies rasyid baswedan, untuk memimpin negeri ini, ya alah berikanlah amanah untuk pak anies rasyid baswedan memimpin negeri ini amin ya robal alamin",Bakal calon presiden
anies presiden 2024 inshalah,Bakal calon presiden
"dari 3 cawapres   semua  baik ,.....tetapi untuk presiden 2024 ....dari hasil analisa sy ...anies jauh lebih siap  utk menuju keadilan  seluruh rakyat  ..",Bakal calon presiden
anies presiden 2024. amin ya robal alamin ❤,Bakal calon presiden
pak anis luar biasa .semoga pk anis presidenya di 2024.,Bakal calon presiden
"mari kita dukung anies sebagai bacapres , kita pilih prabowo sebagai capres, kita dudukan pak ganjar pranowo sebagai presiden terpilih  2024.amin",Bakal calon presiden
"1jt% anies baswedan tdk akan jadi apapun di ri,dan 1jt% anies baswedan tdk akan jadi presiden ri tahun berapapun dan kapanpun ✌️",Bakal calon presiden
"gagasan pak anis sangat sesuai dengan permasalahan dan kebutuhan masyarakat sat ini, saya sangat senang mendengarkan penyampaian dari bapak. semoga bapak sehat selalu dan menjadi presiden ri 2024.",Bakal calon presiden
"bismilah thankyou  pak anis
kuliah aku dapet beasiswa ybj, waktu pak anis jd gubernur
2024 pak anis jd presiden bismilah
amin.",Bakal calon presiden
❤ pak anis insyalah menjadi presiden ri thn 2024,Bakal calon presiden
ya alah semoga 2024 pk anies baswedan menjadi presiden ri. amin,Bakal calon presiden
anis presiden 2024,Bakal calon presiden
lebih baik memlih perubahan dari pada memilih menuruskan.. ❤ anies next presiden 2024,Bakal calon presiden
"bahasa pak anies sangat membumi, mudah dipahami bahkan oleh masyarakar bawah sekalipun, semoga pak anies bisa terpilih di 2024 dan bisa mengimplementasikan janji2nya",Bakal calon presiden
"3 calon bagus2, yg paling bagus anis...semoga beliau jadi presiden 2024 dan amanah🤲",Bakal calon presiden
"aku terharu dengar ucapan anies rasyid baswedan ri1/2024.
pemilu 2024 amin meledak bom!",Bakal calon presiden
pak anies paling pas jadi presiden 2024,Bakal calon presiden
anies baswedan selamat! anda layak untuk jadi presiden ri 2024-2034 🎉🎉,Bakal calon presiden
"se cerdas itu pak anies
se ikhlas itu pak prabowo
semoga siapapun presiden kita periode 2024-2029 adalah salah satu dari mereka
amin ya rab",Bakal calon presiden
"pak anies jenius mudah,, jdi presiden 2024",Bakal calon presiden
dah hanya anies rb yg terbaik utk menjadi presiden nkri priode 2024 ~ 2029.,Bakal calon presiden
in sha alah pak anies next presiden 2024,Bakal calon presiden
pak anies  ipresiden  2024,Bakal calon presiden
aku wong kendal jateng siap memilih pak anies baswedan dadi presiden ri 2024.,Bakal calon presiden
"bismilah 
 anies presiden ri 2024 
intelektual humble 
semoga amanah
amin",Bakal calon presiden
"pak anies, presiden 🇲🇨 2024. pilihan orang2 cerdas",Bakal calon presiden
pak anis religius and patriot nasionalis dukungan presiden ri 2024,Bakal calon presiden
anis presiden 2024 amin...,Bakal calon presiden
palembang pilih pak anies presiden 2024,Bakal calon presiden
pak anis semoga terpilih sebagai presiden ri di pilpres 2024. amin,Bakal calon presiden
"bpk.anies , semoga yang ucapkan dalam acara ini( gagasan) di kampus ugm, bulan september 2023, terwujud, terimplementasikan, dan pemilihan pembantu presiden, menjadi persyaratan utama rekam jejak, kompetensi, integritas, jujur  dalam hidup, pengetahuan luas,(intelektual ), bekerja untuk rakyat, untuk seseorang pejabat negara/pemerintahan/pejabat publik, hasil akan diperoleh dikenang sepanjang masa.... amin ya rabal 'alamin 🤲🤲🤲🙏🙏🙏",Bakal calon presiden
bismilah semoga alah mentakdirkan pak anis presiden ri 2024,Bakal calon presiden
insya alah pak anies presiden 2024 amin,Bakal calon presiden
"setelah di simak dan di perhatikan diantara calon presiden yg gagasanya berdasar data dan bukti yg sdh di lakukan hanya pak anies yg cocok di 2024 jd presiden,",Bakal calon presiden
semoga 2024 pak anis baswedan jadi presiden amin ya rab,Bakal calon presiden
insya alah.. anis presiden 2024...amin,Bakal calon presiden
"hasbunalah wani'mal wakil. anies baswedan presiden 2024 demi keselamatan agama, bangsa, dan negara. amin ya rabal alamin",Bakal calon presiden
"insya alah, anies presiden 2024",Bakal calon presiden
smg bpk anies jd presiden thn 2024. in sya alah,Bakal calon presiden
"pak anies begitu tenang menjawab pertanyan mba najwa dan menyampaikan gagasan nya yang sangat bagus,mantap sekali pak anies semoga menjadi presiden 2024",Bakal calon presiden
bismilah anies president 2024,Bakal calon presiden
"subhanaloh, koq aku yang merinding ya. 

semoga aloh swt meridhoi upaya dan mentakdirkan mas anies untuk jadi presiden ri 2024-2032, amin.",Bakal calon presiden
"keren 👍 pak anis ini , pemimpin yg di harapkan rakyat ,insya alah menang jadi presiden 2024.amin",Bakal calon presiden
"w mah anies baswedan the next presiden 2024.
no coment itu sih derita lo .
masa bodo kasihan deh lo.
bravo anies baswedan ❤❤❤",Bakal calon presiden
jauh sama pak anies semoga 2024 pak presiden,Bakal calon presiden
pak pak anies baswedan presiden 2024,Bakal calon presiden
"jika pemilu presiden dilaksanakan pada tanga 20 september 2023/sehari setelah debat bacapres di mata najwa, maka presiden terpilhnya adalah bapak anies baswedan.",Bakal calon presiden
anies presiden 2024,Bakal calon presiden
"setelah mendengar ganjar dan anies,  ternyats anies benar2 sangat layak jd presiden 2024",Bakal calon presiden
"pak anis smg mnjadi presiden th 2024...
karna saya senang dg gagasan nya",Bakal calon presiden
anies presiden 2024-2029,Bakal calon presiden
"insyalah anies baswedan presiden 2024 dengan ridho orang tua dan kemampuan yang dimiliki, bismilah siap dukung anies bawedan",Bakal calon presiden
semoga doa kita didengar alah swt. pak anies terpilih sebagai presiden 2024.,Bakal calon presiden
melihat gagasan pak anies dan cara beliau menyampaikanya serasa ada harapan baru buat negeri ini. bismilah fix pilih pak anies utk 2024,Bakal calon presiden
"dari 3 capres dan saya termasuk netral tidak mengidolakan ke tiganya, tetapi ketika saya menonton video ini lebih bisa menilai bahwa pak anies yg paling tepat dari jawaban² ke 2 capres. lebih mudah di pahami oleh kaum gen z seperti saya. semoga pak anies menang presiden tahun 2024 amin",Bakal calon presiden
"gagasan pak anies yang paling to the point dan logika, bismilah 2024 pak anies yg bakal jadi presiden :)",Bakal calon presiden
"tetap merendah pendukung anis, rapatkan barisan 2024 pilih anis",Bakal calon presiden
semoga anis jadi presiden 2024 🤲,Bakal calon presiden
diantara 3 capres sy kagum sama pak anis beliau menjawab semua pertanyan dengan tegas santun dan bijak terlebih dengan gagasan2nya yg masuk di akal smg pak anislah yg menang dan jadi presiden 2024 amin,Bakal calon presiden
